
0x0017f05a このままゲームを始める。
0x00545bda プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x00545c1e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド

0x0055f4b3 どれにするかい？
0x0055f4c5 　でいいかい？
0x0055f4d6 　ＹＥＳ
0x0055f4e2 ＮＯ
0x0055f4e8 そのアイテムを、これ以上持つことは出来ないぞ。
0x0055f518 お金が足りねぇな
0x0055f52c ありがとうよ
0x0055f53a 何を売ってくれるんだい？
0x0055f554 になるがどうする
0x0055f565 　ＹＥＳ
0x0055f571 ＮＯ
0x0055f577 これ以上　売れるものがねぇな
0x0055f595 治療に　　　　　ゴールド必要だが治療するかい？
0x0055f5c6 　ＹＥＳ
0x0055f5d2 ＮＯ
0x0055f5d8 どこにも異常は　ないようだな。
0x0055f5f8 気をつけてな‥。

0x0057682f z､ようよう、そこの
0x00576848 ねぇちゃん。
0x00576865 ちょっと聞いてくれよ。
0x0057687c この洞窟にはよ、魔神軍率いる
0x00576899 モンスターと、古くから
0x005768b0 この洞窟に住んでいる俺たち
0x005768cb 怪獣がいるんだ。
0x005768dc 魔神軍のモンスターは、早く
0x005768f7 俺たちをこの洞窟から
0x0057690c 追い出そうとやっきになって、
0x00576929 おそってくるんだ。
0x0057693c だから、俺たちも精鋭を集めて
0x00576959 戦おうと決めたんだ。
0x0057696e けど、いままでのんびり暮らしてきた俺たちの仲間に、まともに
0x005769a9 戦える者なんてごくわずかさ。
0x005769c6 だから、俺たちがやられるのも
0x005769e3 時間の問題かもな。
0x005769f6 まったく、困ったもんだよねぇ。おっと、他人事みたいなこと
0x00576a2f 言っちゃいけないよね。
0x00576a46 え？
0x00576a4b 怪獣は、よそ者を嫌うんじゃ
0x00576a66 なかったのかって？
0x00576a79 それは、ごく一部の
0x00576a8c 奴等だけだよ。
0x00576a9b ここにいる奴等は
0x00576aac みんな人見知りしない
0x00576ac1 イイ奴等ばかりさ。
0x00576ad4 ゴルアデスが死んで、心配の種がひとつ減ったよ。
0x00576b04 z､何だと！！
0x00576b11 仲間が、モンスター軍に
0x00576b28 捕まっているだと！
0x00576b3b 本当かそれは！？
0x00576b54 本当よ。
0x00576b5d なんかすごく深い穴に落されて、出られないみたいよ。
0x00576c93 橡‾Z
0x00576cd0 にいって
0x00576cd9 あげなさいよ。
0x00576cec はい。
0x00576cf3 彼らはモンスター軍によって、
0x00576d10 深い穴に落され、
0x00576d21 出られないようです。
0x00576d36 だから、早く助けにいって
0x00576d4f あげて下さい！
0x00576d5f z､助けに行ってやりたいが、
0x00576d7a それはできない。
0x00576d8b 今の我々の力では、何匹いようとモンスター軍には勝てない。
0x00576dc4 今、精鋭たちがモンスター軍との戦いに出ていってしまったのだ。だから、彼らが戻るまでは、
0x00576e1b どうすることもできない。
0x00576e35 z､おいおい、やめてくれよ。
0x00576e50 その魚は、
0x00576e5b 今日の晩飯なんだから。
0x00576e85 モンスター軍が攻めてくる…。
0x00576ea2 怖い…。
0x00576eac 怖い…。
0x00576eda 俺たちもおしまいだな。
0x00576ef1 きっと、やつらのエサにされて
0x00576f0e しまうだろう。
0x00576f1d ゴルアデスを、倒した奴がいる
0x00576f3a らしいな。
0x00576f45 なんだか、俺も燃えてきたよ。
0x00576f85 とりたてだからきっとうまいぞ。
0x00576fa4 やっぱり、新鮮な魚はうまいよ。また、取りに行こうっと。
0x00576ff5 下の奴が持っているよ。
0x0057700f 怪獣
0x00577016 さっきは、ありがとう。
0x0057702e ゴルアデスが死んだから、みんな少しは安心したみたいだ。
0x00577070 z､やぁ、あなたでしたか。
0x00577089 これはささやかなお礼ですが、
0x005770a6 うけとって下さい。
0x005770bc リンゴ
0x005770c4 を、もらいました。
0x005770f6 下の方から声が聞こえてきた。
0x00577114 z､た、助けてくれー！！
0x0057712b モンスター軍に捕まって、
0x00577144 この穴に落されてしまったんだ。
0x0057716b あんたたち怪獣なら、
0x00577180 飛べるはずでしょ？
0x00577197 あれっ…、確か怪獣は、
0x005771ae 飛べるんじゃ…？
0x005771c3 z､ああ…、飛べるには飛べるが、
0x005771e2 穴が深くてとどかないんだ。
0x005771fd あいつらは、それを知ってて
0x00577218 こんな深い穴に、俺たちを
0x00577231 落しやがった！！
0x00577242 頼むから助けてくれー！！
0x0057727e 今、助けてあげっから。
0x005772be ロープかなんか、
0x005772cf あればいいけど…。
0x005772e2 ちょっと、待って下さいね。
0x005772fd 今、助けますから。
0x00577311 z､早く助けてくれー！！
0x0057732a ハラがへって、死にそうだガウ。
0x00577351 あらー…。
0x0057735c こんな所に落ちたらとても
0x00577375 登ってこれないわね。
0x0057738a 仕方ないわね、あきらめなさい。じゃあね！
0x005773b4 こ、こんな深い穴に落されて
0x005773cf しまったのか。
0x005773de 早く助けを呼ばなければ！！
0x005773fc ハシゴを、降ろしました。
0x00577416 z､あ、ありがとう。
0x00577429 これでやっと、村へ帰れるよ。
0x00577446 今度あなた方が、村へよった時はぜひお礼をさせてください。
0x0057747f では、早く帰って村のみんなを
0x0057749c 安心させてあげたいので。
0x005774c1 ねぇ、ところでｎ椅
0x005775c8 #¥}｡緝
0x005775e5 ｢收.</&
0x0057762c どう行けばいいのかなぁ？
0x0057764b いやぁどうもすいません。ところでこの洞窟のもっと上へ行くにはどう行ったらいいんでしょうか
0x005776a8 z､$Nああ、地下泉洞とか怪獣の巣へ
0x005776c9 行きたいんだね。それなら、
0x005776e4 風穴の入口に通じる扉があるよ
0x00577701 $Oただ、カギがかかっている
0x0057771c けどね。　でも、大丈夫さ。
0x00577737 $Pそこに食用の魚が入っている池があるよね。
0x00577762 $Qそこの水が流れ出ている所から
0x00577781 入ると、中にカギがあるはず
0x0057779c だよ。
0x005777a3 $Rそれを使えば、扉を開けることができるよ。
0x005777d6 $Sありがとう。
0x005777e6 $Zありがとうございます。

0x0059fbce ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x0059fc0c ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x0059fc4e ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x0059fc90 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x0059fcd2 ライトセイバー　現存する剣の中で最強を誇る剣。
0x0059fd02 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x0059fd44 ファイア　ＤＸ　ファイアの魔法が３つに分裂する。
0x0059fd76 サンダーの魔法　雷の槍が敵を　　貫通
0x0059fd9c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x0059fdde フォース　　　　自らの魔力を弾にして敵に放つ。
0x0059fe0e ファイアボール　体内にためた炎を吹き出す。
0x0059fe3a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x0059fe7c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x0059feb4 アイアンクロー　鋭い爪で敵を切り刻む。
0x0059fedc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x0059ff16 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x0059ff58 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x0059ff9a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x0059ffdc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x005a001e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x005a0058 レッドローブ　　魔法使いのマント
0x005a007a ブルーローブ　　魔法使いのマント
0x005a009c イエローローブ　魔法使いのマント
0x005a00be シルバーローブ　魔法使いのマント
0x005a00e0 ゴールドローブ　魔法使いのマント

0x005a0250 て動きやすいが防御能力は低い。
0x005a0270 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x005a02b2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x005a02f0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x005a0332 ゴールドシールドこの盾は最強の盾といえるだろう。
0x005a0364 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x005a0394 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x005a03c4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x005a03f4 ミスリルミラー　魔法の力で敵の攻撃を跳ね返す。
0x005a0424 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x005a0454 無敵　　　　　　一定時間無敵！！
0x005a0476 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x005a04b2 スパイクブーツ　氷の上でも滑らない。
0x005a04d8 石靴　　　　　　トゲの上でも平気で歩ける。ただしジャンプ力下がる
0x005a051a ツルハシ
0x005a052c ダガー　　　　　投げナイフ。
0x005a054a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x005a0582 オレンジ　　　　体力が２０回復する。
0x005a05a8 チェリー　　　　体力が５０回復する。
0x005a05ce リンゴ　　　　　体力が完全回復する。
0x005a05f4 金塊
0x005a0606 エリクサー　　　復活剤。
0x005a0620 ブーメランＤＸ　ブーメランのパワーアップ型。

0x005a19c9 アイアンソード
0x005a19da プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x005a1a1e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド

0x005bb239 おう、何の用だい
0x005bb24a 　買う
0x005bb251 　　売る
0x005bb25c 　治療
0x005bb263 　　説明
0x005bb26d 他にも何か用が　あるかい？
0x005bb28e 　買う
0x005bb295 　　売る
0x005bb2a0 　治療
0x005bb2a7 　　説明
0x005bb2b3 どれにするかい？
0x005bb2c5 　でいいかい？
0x005bb2d6 　ＹＥＳ
0x005bb2e2 ＮＯ
0x005bb2e8 そのアイテムを、これ以上持つことは出来ないぞ。
0x005bb318 お金が足りねぇな
0x005bb32c ありがとうよ
0x005bb33a 何を売ってくれるんだい？
0x005bb354 になるがどうする
0x005bb365 　ＹＥＳ
0x005bb371 ＮＯ
0x005bb377 これ以上　売れるものがねぇな
0x005bb395 治療に　　　　　ゴールド必要だが治療するかい？
0x005bb3c6 　ＹＥＳ
0x005bb3d2 ＮＯ
0x005bb3d8 どこにも異常は　ないようだな。
0x005bb3f8 気をつけてな‥。

0x005d2530 ねぇ、あんたマテリアルっていう魔導師のこと知らない？
0x005d2565 さっき見つけたんだけどいきなり消えてしまって…。
0x005d259a あのー、マテリアルという
0x005d25b3 魔導師のこと知りませんか？
0x005d25ce 僕のお師匠様なんですけど…。
0x005d25ef w｣$¥マテリアル？
0x005d2600 $]ああ、あのじじいのことかな？
0x005d261f それなら、よその村の精鋭たちがモンスター軍と戦っている時に
0x005d265a 見つけたとか言ってたな。
0x005d2673 $^なんでもそいつは、この洞窟に
0x005d2692 古くから眠るゴルアデスという
0x005d26af 巨大な魔物を利用して、何か
0x005d26ca 企んでいたらしい。
0x005d26dd $_我々にとっても、この洞窟に
0x005d26fa とっても、それはとても危険な
0x005d2717 ことなんで、その魔導師は、
0x005d2732 捕まえたと言っていた。
0x005d2751 $`その精鋭たちがいる村って
0x005d276c いうのはどこにあんのよ！？
0x005d278b $hそれじゃあ、お師匠様はそこに
